Date,Open,High,Low,Close,Volume,Halving_Event,Simple_Returns,Log_Returns,SMA_20,EMA_20,SMA_50,EMA_50,SMA_200,EMA_200,Daily_Volatility_20D,Annualized_Volatility_20D,High_Low_Range,High_Low_Percentage_Range,RSI,MACD_Line,MACD_Signal_Line,MACD_Histogram,Bollinger_Bands_Middle,Bollinger_Bands_Upper,Bollinger_Bands_Lower,Bollinger_Bands_Width,Close_Lag_1,Close_Lag_7,Close_Lag_30,Volume_Lag_1,Volume_Lag_7,Volume_Lag_30,High_Lag_1,High_Lag_7,High_Lag_30,Low_Lag_1,Low_Lag_7,Low_Lag_30,Close_Diff1
2014-09-29,376.9280090332031,385.21099853515625,372.239990234375,375.4670104980469,32497700,0,-0.00454420890480145,-0.004554565208133669,,418.15935924810003,,436.7798306160686,,451.34657969726186,,,12.97100830078125,0.03454633280185004,,,,,,,,,377.1809997558594,402.1520080566406,,23613300.0,24127600.0,,401.0169982910156,406.9159851074219,,374.3320007324219,397.1300048828125,,-1.7139892578125
2014-09-30,376.0880126953125,390.97698974609375,373.4429931640625,386.9440002441406,34707300,0,0.030567238732558177,0.03010936786854685,,415.1864679143896,,434.82548432697337,,450.70575801116115,,,17.53399658203125,0.045314041750145376,33.933723525639806,,,,,,,,375.4670104980469,435.7909851074219,,32497700.0,45099500.0,,385.21099853515625,441.5570068359375,,372.239990234375,396.1969909667969,,11.47698974609375
2014-10-01,387.427001953125,391.3789978027344,380.7799987792969,383.614990234375,26229400,0,-0.008603337970520819,-0.008640560327416795,,412.179660516293,,432.8172296566754,,450.03818818253643,,,10.5989990234375,0.02762926187259234,32.93373192387091,,,,,,,,386.9440002441406,423.2049865722656,,34707300.0,30627700.0,,390.97698974609375,436.1119995117188,,373.4429931640625,421.1319885253906,,-3.329010009765625
2014-10-02,383.9880065917969,385.49700927734375,372.9460144042969,375.0719909667969,21777700,0,-0.0222697222086099,-0.022521436563615105,,408.6455967496743,,430.5527104923665,,449.29225587193207,,,12.550994873046875,0.033462895591577106,30.453554355714928,,,,,,,,383.614990234375,411.5740051269531,,26229400.0,26814400.0,,391.3789978027344,423.5199890136719,,380.7799987792969,409.4679870605469,,-8.542999267578125
2014-10-03,375.1809997558594,377.6950073242188,357.8590087890625,359.5119934082031,30901200,0,-0.04148536263261304,-0.042370445494222315,,403.96620595524854,,427.76680001847774,,448.3989199270194,,,19.835998535156307,0.055174789433613654,26.534065257701556,,,,,,,,375.0719909667969,404.4249877929688,,21777700.0,21460800.0,,385.49700927734375,414.93798828125,,372.9460144042969,400.0090026855469,,-15.55999755859375
2014-10-04,359.8919982910156,364.4869995117188,325.885986328125,328.8659973144531,47236500,0,-0.08524332054467354,-0.0890971731632362,,396.8138051323156,,423.8883371673395,,447.2095376124665,,,38.60101318359381,0.11737611519224507,20.843956868586176,,,,,,,,359.5119934082031,399.5199890136719,,30901200.0,15029300.0,,377.6950073242188,406.62298583984375,,357.8590087890625,397.37200927734375,,-30.64599609375
2014-10-05,328.9159851074219,341.8009948730469,289.2959899902344,320.510009765625,83308096,0,-0.025408487399317115,-0.02573685720834996,,389.5467770021546,,419.8342851123703,,445.94884579309496,,,52.5050048828125,0.16381705183313033,19.6091895757757,,,,,,,,328.8659973144531,377.1809997558594,,47236500.0,23613300.0,,364.4869995117188,401.0169982910156,,325.885986328125,374.3320007324219,,-8.355987548828125
2014-10-06,320.3890075683594,345.1340026855469,302.5599975585937,330.0790100097656,79011800,0,0.02985554258083245,0.029418542484082596,389.91039886474607,383.8831801457366,,416.3144704024643,,444.7959121037086,,,42.57400512695318,0.1289812555051398,25.08240149085384,,,,389.91039886474607,459.22700076397643,320.5937969655157,35.55514400285345,320.510009765625,375.4670104980469,,83308096.0,32497700.0,,341.8009948730469,385.21099853515625,,289.2959899902344,372.239990234375,,9.569000244140625
2014-10-07,330.5840148925781,339.2470092773437,320.48199462890625,336.18701171875,49199900,0,0.018504665621736027,0.018335537549769843,383.85304870605466,379.34068791459504,,413.17221712075,,443.7152265277389,0.04165382369465628,0.661233951905941,18.765014648437443,0.05581719101074621,28.431847125076942,,,,383.85304870605466,449.62596867096426,318.0801287411451,34.269843726199966,330.0790100097656,386.9440002441406,,79011800.0,34707300.0,,345.1340026855469,390.97698974609375,,302.5599975585937,373.4429931640625,,6.108001708984375
2014-10-08,336.1159973144531,354.364013671875,327.18798828125,352.94000244140625,54736300,0,0.04983235561959076,0.048630490107531996,380.2780487060547,376.8263369171485,,410.8101694862659,,442.81199046717836,0.041544497767623756,0.6594984566172631,27.176025390625,0.07699899473746012,36.780527501497374,,,,380.2780487060547,444.5945910873064,315.96150632480294,33.82606100988322,336.18701171875,383.614990234375,,49199900.0,26229400.0,,339.2470092773437,391.3789978027344,,320.48199462890625,380.7799987792969,,16.75299072265625
2014-10-09,352.7479858398437,382.72601318359375,347.68701171875,365.0260009765625,83641104,0,0.03424377642532228,0.03367050886515816,378.78954925537107,375.7024953989975,,409.0147118976501,,442.03800052199813,0.03978816248073661,0.6316174982895592,35.03900146484375,0.09599042635621326,42.03399742934322,,,,378.78954925537107,443.0711638087017,314.5079347020404,33.940542805204736,352.94000244140625,375.0719909667969,,54736300.0,21777700.0,,354.364013671875,385.49700927734375,,327.18798828125,372.9460144042969,,12.08599853515625
2014-10-10,364.68701171875,375.0669860839844,352.9630126953125,361.56201171875,43665700,0,-0.009489705523839986,-0.009535019685869594,376.42245025634764,374.3557826675453,,407.15382169455603,,441.23724441450315,0.038721192004443926,0.6146798670704476,22.103973388671875,0.06113466755978225,40.982820290668194,,,,376.42245025634764,439.5706491227653,313.27425138993,33.55177079550546,365.0260009765625,359.5119934082031,,83641104.0,30901200.0,,382.72601318359375,377.6950073242188,,347.68701171875,357.8590087890625,,-3.4639892578125
2014-10-11,361.3619995117188,367.1910095214844,355.95098876953125,362.2990112304688,13345200,0,0.002038376510340001,0.002036301839769173,374.5963500976562,373.20751872115704,,405.39480951949383,,440.45178935794564,0.038500759051684964,0.6111806024278644,11.240020751953125,0.03102415519650156,41.319058938671866,,,,374.5963500976562,437.15761306220907,312.0350871331034,33.40196077630937,361.56201171875,328.8659973144531,,43665700.0,47236500.0,,375.0669860839844,364.4869995117188,,352.9630126953125,325.885986328125,,0.7369995117188068
2014-10-12,362.6059875488281,379.4330139160156,356.1440124511719,378.5490112304688,17552800,0,0.04485245473017008,0.04387568380252532,373.4162002563477,373.71623229347244,,404.34203311600265,,439.83584131687627,0.03993287063618424,0.6339146690415429,23.28900146484375,0.06152176012596927,48.311572928013156,-17.904762832875804,,,373.4162002563477,434.7317974402929,312.10060307240246,32.84035194073127,362.2990112304688,320.510009765625,,13345200.0,83308096.0,,367.1910095214844,341.8009948730469,,355.95098876953125,289.2959899902344,,16.25
2014-10-13,377.9209899902344,397.22601318359375,368.8970031738281,390.41400146484375,35221400,0,0.031343339653187696,0.03086216574971276,371.14735107421876,375.30649602407925,,403.79583579634937,,439.3440817163586,0.035817969088197774,0.5685926320486214,28.329010009765625,0.0725614601512098,52.73980605622909,-14.44616134704512,,,371.14735107421876,426.08981228337825,316.2048898650593,29.6068184510214,378.5490112304688,330.0790100097656,,17552800.0,79011800.0,,379.4330139160156,345.1340026855469,,356.1440124511719,302.5599975585937,,11.864990234374943
2014-10-14,391.6919860839844,411.697998046875,391.3240051269531,400.8699951171875,38491500,0,0.026781810112118443,0.02642945473533767,370.03060150146484,377.74111498532767,,403.6810969461862,,438.9612549840286,0.03603565419455504,0.5720482759818852,20.373992919921875,0.05082443976373409,56.29339237064152,-10.737705859132745,,,370.03060150146484,421.4929484780507,318.56825452487897,27.815184348412416,390.41400146484375,336.18701171875,,35221400.0,49199900.0,,397.22601318359375,339.2470092773437,,368.8970031738281,320.48199462890625,,10.45599365234375
2014-10-15,400.9549865722656,402.22698974609375,388.7659912109375,394.7730102539063,25267100,0,-0.015209381938148914,-0.015326230901940883,369.1905517578125,379.3632002490018,,403.33176021315563,,438.52157095686323,0.035682232407733376,0.5664378790468321,13.46099853515625,0.03409807201991477,53.75518992063871,-8.196222934800687,,,369.1905517578125,418.4126697868836,319.9684337287414,26.66488500028604,400.8699951171875,352.94000244140625,,38491500.0,54736300.0,,411.697998046875,354.364013671875,,391.3240051269531,327.18798828125,,-6.096984863281193
2014-10-16,394.51800537109375,398.8070068359375,373.0700073242188,382.5559997558594,26990000,0,-0.030946924386217045,-0.031435894996154165,368.097102355957,379.66727639251206,,402.51702450894794,,437.9646996016294,0.036131864218875445,0.5735755627697849,25.736999511718693,0.06727642365599704,48.988694124610255,-7.086204695526533,,,368.097102355957,415.05951626734713,321.1346884445669,25.516318173011072,394.7730102539063,365.0260009765625,,25267100.0,83641104.0,,402.22698974609375,382.72601318359375,,388.7659912109375,347.68701171875,,-12.217010498046932
2014-10-17,382.7560119628906,385.4779968261719,375.3890075683594,383.7579956054688,13600700,0,0.0031420128043384565,0.0031370869973757617,367.3090026855469,380.05686869850797,,401.7813763166547,,437.4253294126129,0.036084091060502345,0.572817187391389,10.0889892578125,0.02628997798963052,49.46348981292605,-6.039892107573394,,,367.3090026855469,412.6362248629154,321.98178050817836,24.680703084303733,382.5559997558594,361.56201171875,457.3340148925781,26990000.0,43665700.0,21056800.0,398.8070068359375,375.0669860839844,468.1740112304688,373.0700073242188,352.9630126953125,452.4219970703125,1.2019958496094318
2014-10-18,383.97601318359375,395.1579895019531,378.9710083007813,391.4419860839844,11416800,0,0.020023010768524196,0.01982518661870079,368.0220520019531,381.1411655923629,,401.3759100330206,,436.96778370785046,0.03389896774699963,0.5381294301621633,16.186981201171818,0.04135218442739783,52.50676095478701,-4.538332952257633,,,368.0220520019531,414.38488437139125,321.659219632515,25.195681681157566,383.7579956054688,362.2990112304688,424.4400024414063,13600700.0,13345200.0,34483200.0,385.4779968261719,367.1910095214844,456.8599853515625,375.3890075683594,355.95098876953125,413.10400390625,7.683990478515568
2014-10-19,391.2539978027344,393.9389953613281,386.4570007324219,389.5459899902344,5914570,0,-0.004843619645193642,-0.004855387987120306,368.7260009765625,381.94162505882684,,400.9119915999702,,436.4959250638941,0.03390202826822006,0.5381780144303522,7.48199462890625,0.01920696097807044,51.67978777543699,-3.461426374206667,,,368.7260009765625,415.93935235712183,321.51264959600314,25.60890810819733,391.4419860839844,378.5490112304688,394.7959899902344,11416800.0,17552800.0,37919700.0,395.1579895019531,379.4330139160156,427.8349914550781,378.9710083007813,356.1440124511719,384.5320129394531,-1.89599609375
2014-10-20,389.2309875488281,390.0840148925781,378.25201416015625,382.8450012207031,16419000,0,-0.01720204787552615,-0.017351722052715512,368.52105102539065,382.02766088376745,,400.2034821733323,,435.9620850256534,0.03347756035839792,0.5314397952568516,11.832000732421875,0.030905459636916988,48.7569871420041,-3.1128015055059564,-7.666231336523544,4.553429831017588,368.52105102539065,415.45102721087727,321.591074839904,25.46935978550284,389.5459899902344,390.41400146484375,408.9039916992188,5914570.0,35221400.0,36863600.0,393.9389953613281,397.22601318359375,423.2959899902344,386.4570007324219,368.8970031738281,389.8829956054688,-6.70098876953125
2014-10-21,382.4209899902344,392.64599609375,380.8340148925781,386.4750061035156,14188900,0,0.009481656731152865,0.009436987957972875,368.66405181884767,382.4512175713625,,399.6651105627513,,435.4696762801595,0.033491164307897135,0.5316557512601908,11.811981201171875,0.030563376711631614,50.39368473158132,-2.5146158028464924,-6.635908229788134,4.1212924269416416,368.66405181884767,415.79413104945354,321.5339725882418,25.56803626395579,382.8450012207031,400.8699951171875,398.8210144042969,16419000.0,38491500.0,26580100.0,390.0840148925781,411.697998046875,412.4259948730469,378.25201416015625,391.3240051269531,393.1809997558594,3.6300048828125
2014-10-22,386.1180114746094,388.5759887695313,382.2489929199219,383.1579895019531,11641300,0,-0.00858274545359361,-0.008619789324393464,369.06835174560547,382.51852918379967,,399.0177724819357,,434.94916198385897,0.03313338329644972,0.5259761537795248,6.326995849609432,0.01651275980916791,48.85802562773556,-2.281900513390724,-5.765106686508652,3.483206173117928,369.06835174560547,416.5488008130655,321.58790267814544,25.729894661998955,386.4750061035156,394.7730102539063,402.1520080566406,14188900.0,25267100.0,24127600.0,392.64599609375,402.22698974609375,406.9159851074219,380.8340148925781,388.7659912109375,397.1300048828125,-3.3170166015625
2014-10-23,382.9620056152344,385.0480041503906,356.4469909667969,358.4169921875,26456900,0,-0.06457126822962156,-0.06675031813644425,369.0136016845703,380.2231447079616,,397.42558501940886,,434.187647856532,0.03519960598152477,0.558776422047457,28.60101318359375,0.07979815077693525,39.25038294804775,-4.0472099668116925,-5.42152734256926,1.3743173757575677,369.0136016845703,416.5405051027773,321.4866982663633,25.758889754330834,383.1579895019531,382.5559997558594,435.7909851074219,11641300.0,26990000.0,45099500.0,388.5759887695313,398.8070068359375,441.5570068359375,382.2489929199219,373.0700073242188,396.1969909667969,-24.740997314453125
2014-10-24,358.59100341796875,364.3450012207031,353.30499267578125,358.3450012207031,15585700,0,-0.0002008581299606238,-0.00020087830465635576,370.4875518798828,378.13951199488935,,395.8930131057341,,433.43299465617554,0.028316776531562303,0.449514891801024,11.040008544921875,0.030808323005243714,39.22621149366331,-5.389907992150256,-5.41520347248546,0.025295480335203457,370.4875518798828,414.6521781281616,326.322925631604,23.841355005955823,358.4169921875,383.7579956054688,423.2049865722656,26456900.0,13600700.0,30627700.0,385.0480041503906,385.4779968261719,436.1119995117188,356.4469909667969,375.3890075683594,421.1319885253906,-0.071990966796875
2014-10-25,358.6109924316406,359.8609924316406,342.87701416015625,347.27099609375,18127500,0,-0.03090319409850706,-0.031390769190214725,371.8256011962891,375.199653337638,,393.98626734055824,,432.5756613371464,0.0286585061790774,0.4549396817786802,16.983978271484375,0.048906987518472014,35.5949413147835,-7.263852347005582,-5.784933247389485,-1.478919099616097,371.8256011962891,411.2159992282366,332.43520316434154,21.18756637800908,358.3450012207031,391.4419860839844,411.5740051269531,15585700.0,11416800.0,26814400.0,364.3450012207031,395.1579895019531,423.5199890136719,353.30499267578125,378.9710083007813,409.4679870605469,-11.074005126953125
2014-10-26,347.48699951171875,359.22100830078125,343.9309997558594,354.7040100097656,11272500,0,0.02140407347467921,0.021178223352178425,373.0568511962891,373.24768730641205,,392.4457866609193,,431.80081903538144,0.028331349221922167,0.44974622608877607,15.290008544921875,0.043106387617385306,39.63434296463275,-8.056316445435016,-6.239209886998591,-1.817106558436425,373.0568511962891,408.49149177126884,337.6222106213093,18.996911844053137,347.27099609375,389.5459899902344,404.4249877929688,18127500.0,5914570.0,21460800.0,359.8609924316406,393.9389953613281,414.93798828125,342.87701416015625,386.4570007324219,400.0090026855469,7.433013916015625
2014-10-27,354.7770080566406,358.6319885253906,349.8089904785156,352.989013671875,13033000,0,-0.004835006905739236,-0.004846733365239283,373.89695129394534,371.3182898174085,,390.8984622299764,,431.0166219670879,0.028170411704659372,0.447191422204991,8.822998046875,0.024995106660958347,39.02615784587375,-8.722191826481492,-6.735806274895172,-1.98638555158632,373.89695129394534,406.4769649210608,341.31693766682986,17.427268938334915,354.7040100097656,382.8450012207031,399.5199890136719,11272500.0,16419000.0,15029300.0,359.22100830078125,390.0840148925781,406.62298583984375,343.9309997558594,378.25201416015625,397.37200927734375,-1.714996337890625
2014-10-28,353.2149963378906,359.9840087890625,352.6789855957031,357.6180114746094,7845880,0,0.013113716357861849,0.013028475982844394,374.13085174560547,370.0135014038086,,389.59334651407966,,430.2862875343269,0.02615031443832774,0.4151233722597415,7.305023193359375,0.02042688835284804,41.62969942064246,-8.775226082906784,-7.143690236497495,-1.6315358464092888,374.13085174560547,406.16833737641934,342.0933661147916,17.126353243168584,352.989013671875,386.4750061035156,377.1809997558594,13033000.0,14188900.0,23613300.0,358.6319885253906,392.64599609375,401.0169982910156,349.8089904785156,380.8340148925781,374.3320007324219,4.628997802734375
2014-10-29,357.0889892578125,357.8330078125,335.3429870605469,335.59100341796875,18192700,0,-0.061593676352636795,-0.06357224291092703,372.65910186767576,366.7351682623001,,387.4756075691342,,429.34404590132834,0.028613487785148387,0.454225036930122,22.490020751953125,0.06701616110948738,34.1559216097251,-10.473914805901813,-7.8097351503783585,-2.664179655523455,372.65910186767576,408.6899305432697,336.6282731920818,19.33715210229205,357.6180114746094,383.1579895019531,375.4670104980469,7845880.0,11641300.0,32497700.0,359.9840087890625,388.5759887695313,385.21099853515625,352.6789855957031,382.2489929199219,372.239990234375,-22.027008056640625
2014-10-30,335.7090148925781,350.9129943847656,335.0719909667969,345.30499267578125,30177900,0,0.02894591678226255,0.028534896464091998,371.8462509155273,364.6941991588221,,385.82185796547327,,428.50783641649707,0.029492937771687825,0.4681858726595367,15.84100341796875,0.04587539640019747,39.328953821257976,-10.910530305563611,-8.42989418141541,-2.4806361241482016,371.8462509155273,409.53707319828084,334.1554286327738,20.272261554314166,335.59100341796875,358.4169921875,386.9440002441406,18192700.0,26456900.0,34707300.0,357.8330078125,385.0480041503906,390.97698974609375,335.3429870605469,356.4469909667969,373.4429931640625,9.7139892578125
2014-10-31,345.0090026855469,348.0450134277344,337.1419982910156,338.3210144042969,12545400,0,-0.020225535163465924,-0.02043287172521867,370.64735107421876,362.1824672774387,,383.9590797866036,,427.61045510294286,0.029745920692213157,0.4722018520214778,10.90301513671875,0.03222683390186795,37.07375429927973,-11.68539792033937,-9.080994929200202,-2.6044029911391675,370.64735107421876,410.91404923210285,330.38065291633467,21.72776793962359,345.30499267578125,358.3450012207031,383.614990234375,30177900.0,15585700.0,26229400.0,350.9129943847656,364.3450012207031,391.3789978027344,335.0719909667969,353.30499267578125,380.7799987792969,-6.983978271484375
2014-11-01,338.6499938964844,340.52899169921875,321.05499267578125,325.7489929199219,16677200,0,-0.037160037210550945,-0.037868067090557754,368.0073501586914,358.7126125767228,,381.67633128202783,,426.59690821554966,0.02849436814014969,0.45233407118854885,19.4739990234375,0.059782223266073915,33.36482660096782,-13.16221730479657,-9.897239404319476,-3.264977900477094,368.0073501586914,412.55186528174033,323.46283503564246,24.208492087911036,338.3210144042969,347.27099609375,375.0719909667969,12545400.0,18127500.0,21777700.0,348.0450134277344,359.8609924316406,385.49700927734375,337.1419982910156,342.87701416015625,372.9460144042969,-12.572021484375
2014-11-02,326.07501220703125,329.04998779296875,320.6260070800781,325.8919982910156,8603620,0,0.00043900479879277476,0.0004389084643792419,364.78125,355.58683978760786,,379.4887103804195,,425.59486931082796,0.02711678305939382,0.4304655859874717,8.423980712890625,0.0258489952409576,33.446388127903035,-14.157864914813445,-10.74936450641827,-3.4085004083951738,364.78125,411.6524768523924,317.9100231476076,25.698265386388364,325.7489929199219,354.7040100097656,359.5119934082031,16677200.0,11272500.0,30901200.0,340.52899169921875,359.22100830078125,377.6950073242188,321.05499267578125,343.9309997558594,357.8590087890625,0.14300537109375
2014-11-03,325.5690002441406,334.00201416015625,325.4809875488281,327.5539855957031,12948500,0,0.005099810100901436,0.005086850113011883,361.1154495239258,352.9170441502836,,377.45205450650906,,424.61933812958296,0.026046645169538158,0.4134776736368386,8.521026611328125,0.026014113660780026,34.45056634294748,-14.644007332375054,-11.528293071609628,-3.115714260765426,361.1154495239258,407.58967756814087,314.64122147971074,25.739263222043846,325.8919982910156,352.989013671875,328.8659973144531,8603620.0,13033000.0,47236500.0,329.04998779296875,358.6319885253906,364.4869995117188,320.6260070800781,349.8089904785156,325.885986328125,1.6619873046875
2014-11-04,327.1610107421875,331.7669982910156,325.0769958496094,330.49200439453125,15655500,0,0.008969571209719529,0.008929583542813927,357.90139923095705,350.78132607830713,,375.6104839138825,,423.68274774415954,0.026353350925474323,0.4183464765721136,6.69000244140625,0.020242554592697286,36.28085937865686,-14.623632999419954,-12.147361057171693,-2.4762719422482604,357.90139923095705,403.5032215040079,312.2995769579062,25.48289689341146,327.5539855957031,357.6180114746094,320.510009765625,12948500.0,7845880.0,83308096.0,334.00201416015625,359.9840087890625,341.8009948730469,325.4809875488281,352.6789855957031,289.2959899902344,2.938018798828125
2014-11-05,330.6830139160156,343.3689880371094,330.6830139160156,339.4859924316406,19817200,0,0.02721393533736638,0.02685022019464371,355.7478988647461,349.70558001671986,372.76684020996095,374.1938371890887,,422.8449690843335,0.02694462987626232,0.42773273892762703,12.68597412109375,0.03736818132090742,41.65192699555711,-13.723549983467308,-12.462598842430818,-1.2609511410364895,355.7478988647461,400.5500362626671,310.9457614668251,25.187576674882678,330.49200439453125,335.59100341796875,330.0790100097656,15655500.0,18192700.0,79011800.0,331.7669982910156,357.8330078125,345.1340026855469,325.0769958496094,335.3429870605469,302.5599975585937,8.993988037109375
2014-11-06,339.4580078125,352.96600341796875,338.42401123046875,349.2900085449219,18797000,0,0.02887900040604885,0.028469860439230645,354.0244995117188,349.66600178131057,370.6059600830078,373.2172164579449,,422.1130789297125,0.027971257143746278,0.4440299415611491,14.5419921875,0.04163300361232568,46.90574071704674,-12.079876249869756,-12.386054323918607,0.30617807404885156,354.0244995117188,396.99866453785717,311.0503344855804,24.277509090703976,339.4859924316406,345.30499267578125,336.18701171875,19817200.0,30177900.0,49199900.0,343.3689880371094,350.9129943847656,339.2470092773437,330.6830139160156,335.0719909667969,320.48199462890625,9.80401611328125
2014-11-07,349.8179931640625,352.73199462890625,341.7760009765625,342.4150085449219,16834200,0,-0.019682784596788183,-0.01987907050661142,351.5731506347656,348.9754309968926,368.9654602050781,372.0092867358656,,421.3200633039932,0.027544314717640975,0.43725244065944585,10.95599365234375,0.031996242509639936,43.919280466584894,-11.202868324687984,-12.149417124072482,0.9465487993844981,351.5731506347656,391.192398611628,311.95390265790326,22.538267160236657,349.2900085449219,338.3210144042969,352.94000244140625,18797000.0,12545400.0,54736300.0,352.96600341796875,348.0450134277344,354.364013671875,338.42401123046875,337.1419982910156,327.18798828125,-6.875
2014-11-08,342.15399169921875,347.0320129394531,342.15399169921875,345.4880065917969,8535470,0,0.008974484091493373,0.008934452738033633,349.37025146484376,348.64329533926445,367.9793005371094,370.96923653413745,,420.56551547601117,0.02776438936513581,0.44074601738229513,4.878021240234375,0.014119220196253831,45.586942848384005,-10.142946392960823,-11.748122977850151,1.6051765848893282,349.37025146484376,384.99737934658907,313.74312358309845,20.39505523573771,342.4150085449219,325.7489929199219,365.0260009765625,16834200.0,16677200.0,83641104.0,352.73199462890625,340.52899169921875,382.72601318359375,341.7760009765625,321.05499267578125,347.68701171875,3.072998046875
2014-11-09,345.3760070800781,363.6260070800781,344.2550048828125,363.2640075683594,24205600,0,0.0514518612438124,0.050171934079645264,348.3912017822266,350.03574412298775,367.0665008544922,370.66707069234224,,419.9953512182236,0.03030110253059064,0.48101509048207663,19.371002197265625,0.05332485958884977,54.09137474496063,-7.778905526463461,-10.954279487572816,3.1753739611093543,348.3912017822266,381.25384935462125,315.5285542098319,18.86537168808101,345.4880065917969,325.8919982910156,361.56201171875,8535470.0,8603620.0,43665700.0,347.0320129394531,329.04998779296875,375.0669860839844,342.15399169921875,320.6260070800781,352.9630126953125,17.7760009765625
